timestamp,left_eye_gaze_position_x,left_eye_gaze_position_y,left_eye_pupil_diameter_mm,left_eye_pupil_position_x,left_eye_pupil_position_y,left_eye_pupil_position_z,left_eye_visual_angle_theta,left_eye_visual_angle_phi,left_eye_visual_angle_vector_x,left_eye_visual_angle_vector_y,left_eye_visual_angle_vector_z,left_eye_pixels_per_degree_x,left_eye_pixels_per_degree_y,left_eye_valid,right_eye_gaze_position_x,right_eye_gaze_position_y,right_eye_pupil_diameter_mm,right_eye_pupil_position_x,right_eye_pupil_position_y,right_eye_pupil_position_z,right_eye_visual_angle_theta,right_eye_visual_angle_phi,right_eye_visual_angle_vector_x,right_eye_visual_angle_vector_y,right_eye_visual_angle_vector_z,right_eye_pixels_per_degree_x,right_eye_pixels_per_degree_y,right_eye_valid,bino_eye_gaze_position_x,bino_eye_gaze_position_y,bino_eye_valid,trigger,bino_eye_pupil_diameter_mm,bino_eye_pixels_per_degree_x,bino_eye_pixels_per_degree_y,left_eye_vel_x,left_eye_vel_y,left_eye_vel,right_eye_vel_x,right_eye_vel_y,right_eye_vel,bino_eye_vel_x,bino_eye_vel_y,bino_eye_vel
1354427737868300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,688.403015137,556.327026367,2.78425002098,213.526992798,92.2722015381,-523.413024902,-9.76910972595,0.997461020947,-0.16965200007,0.0174081008881,0.985350012779,54.3083992004,54.3083992004,1,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427742858200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427747848100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427752838000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427757827900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427762817800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427772752800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427777742700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427782732600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427787857400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427792877600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427797777300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427802702100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427807711400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427812701300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427817691200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427822681100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427827671000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427832660900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427842628200,970.29498291,1080,2.40776991844,139.048995972,86.5633010864,-533.596008301,3.72989988327,18.1644001007,0.0618112012744,0.311744987965,0.948153018951,54.4888000488,54.4888000488,1,605.611022949,816.914001465,2.54187011719,198.044006348,88.5409011841,-518.104980469,-9.76910972595,6.23957014084,-0.168672993779,0.108686000109,0.979662001133,54.4888000488,54.4888000488,1,787.95300293,948.456970215,1,0,2.47482013702,54.4888000488,54.4888000488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354427847680800,970.29498291,1080,2.40776991844,139.048995972,86.5633010864,-533.596008301,3.72989988327,18.1644001007,0.0618112012744,0.311744987965,0.948153018951,54.4888000488,54.4888000488,1,605.611022949,816.914001465,2.54187011719,198.044006348,88.5409011841,-518.104980469,-9.76910972595,6.23957014084,-0.168672993779,0.108686000109,0.979662001133,54.4888000488,54.4888000488,1,787.95300293,948.456970215,1,0,2.47482013702,54.4888000488,54.4888000488,25.1024780273,0,25.1024780273,29.6042137146,0.376255452633,29.6066055298,27.3523960114,0.189079850912,27.3530502319
1354427852550500,983.973022461,1080,3.38839006424,139.973007202,86.2110977173,-533.940002441,3.72989988327,18.1644001007,0.0618112012744,0.311744987965,0.948153018951,54.5430984497,54.5430984497,1,621.742004395,817.119018555,3.63993000984,198.682006836,88.193397522,-518.728027344,-9.76910972595,6.23957014084,-0.168672993779,0.108686000109,0.979662001133,54.5430984497,54.5430984497,1,802.856994629,948.559997559,1,0,3.51416015625,54.5430984497,54.5430984497,28.4710464478,0,28.4710464478,33.2965126038,0.130142748356,33.2967681885,30.8837795258,0.0660225450993,30.8838500977
1354427857594300,985.823974609,1080,3.03625011444,141.259994507,86.3122024536,-532.560974121,3.72989988327,18.1644001007,0.0618112012744,0.311744987965,0.948153018951,54.4779014587,54.4779014587,1,623.771972656,816.984985352,3.85373997688,199.505004883,88.0362014771,-518.70501709,-9.76910972595,6.23957014084,-0.168672993779,0.108686000109,0.979662001133,54.4779014587,54.4779014587,1,804.797973633,948.492980957,1,0,3.44499492645,54.4779014587,54.4779014587,6.6210231781,0,6.6210231781,7.79034852982,0.144975289702,7.79169750214,7.20663833618,0.071591347456,7.2069940567
1354427862812300,987.58001709,1080,2.44339990616,142.160995483,86.334602356,-532.088012695,3.72989988327,18.1644001007,0.0618112012744,0.311744987965,0.948153018951,54.4556007385,54.4556007385,1,625.986022949,817.197998047,3.50756001472,200.542999268,88.0793991089,-518.719970703,-9.76910972595,6.23957014084,-0.168672993779,0.108686000109,0.979662001133,54.4556007385,54.4556007385,1,806.78302002,948.598999023,1,0,2.97548007965,54.4556007385,54.4556007385,-401.806152344,-1063.91442871,1137.26074219,7.70544242859,-620.336547852,620.384399414,-197.050430298,-842.126342773,864.873168945
1354427867582000,767.018005371,500.639007568,2.41884994507,142.591003418,86.3908004761,-531.731018066,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.4373016357,54.4373016357,1,627.968017578,479.177001953,3.08174991608,201.559005737,88.2630004883,-518.75402832,-9.76910972595,-0.275267988443,-0.16967600584,-0.00480432016775,0.985487997532,54.4373016357,54.4373016357,1,697.492980957,489.907989502,1,0,2.75029993057,54.4373016357,54.4373016357,-401.792572021,-1063.89367676,1137.23657227,-305.746307373,-957.797241211,1005.41351318,-355.078277588,-1013.4263916,1073.83129883
1354427872645300,768.854980469,500.845001221,2.38129997253,142.904998779,86.3965988159,-531.611999512,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.4356002808,54.4356002808,1,459.54598999,295.79901123,2.41057991982,202.397003174,88.4987030029,-518.901000977,-12.9808998108,-3.76764011383,-0.224141001701,-0.065710298717,0.972338974476,54.4356002808,54.4356002808,1,613.487976074,396.916992188,1,0,2.39593982697,54.4356002808,54.4356002808,6.65184497833,0.273693740368,6.65747308731,-305.606994629,-336.775909424,454.767700195,-150.700958252,-170.675048828,227.685638428
1354427877729600,770.638977051,500.787994385,2.41619992256,143.244003296,86.3098983765,-531.70501709,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.460899353,54.460899353,1,461.609008789,295.851013184,2.46055006981,202.839996338,88.4580993652,-519.312011719,-12.9808998108,-3.76764011383,-0.224141001701,-0.065710298717,0.972338974476,54.460899353,54.460899353,1,615.458007812,397,1,0,2.43837499619,54.460899353,54.460899353,6.36969661713,-1.26696848869,6.49447774887,7.36309909821,0.490256875753,7.37940263748,7.01612520218,-0.119356170297,7.01714038849
1354427882732100,772.323974609,500.154998779,2.39854001999,143.554000854,86.2695999146,-531.708007812,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.4608001709,54.4608001709,1,463.555999756,296.066009521,2.38035011292,203.184005737,88.4863967896,-519.302978516,-12.9808998108,-3.76764011383,-0.224141001701,-0.065710298717,0.972338974476,54.4608001709,54.4608001709,1,617.309020996,396.851989746,1,0,2.38944506645,54.4608001709,54.4608001709,6.27792167664,-0.802377521992,6.32898950577,6.73142004013,-0.442571252584,6.74595308304,6.63229227066,-0.394772648811,6.64403104782
1354427887673700,774.057983398,500.351013184,2.39479994774,143.854003906,86.1962966919,-531.731994629,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.4733009338,54.4733009338,1,465.274993896,295.609985352,2.37894010544,203.572006226,88.4250030518,-519.507995605,-12.9808998108,-3.76764011383,-0.224141001701,-0.065710298717,0.972338974476,54.4733009338,54.4733009338,1,619.070007324,396.785003662,1,0,2.38686990738,54.4733009338,54.4733009338,6.07827138901,0.433225870132,6.09369087219,612.232055664,304.220581055,683.650695801,310.313415527,154.637268066,346.708953857
1354427892650800,775.635009766,500.390991211,2.38881993294,144.17199707,86.1353988647,-531.768005371,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.4636993408,54.4636993408,1,797.059020996,461.785003662,2.40887999535,203.882003784,88.5137023926,-519.276000977,-6.7054901123,-0.614742994308,-0.116759002209,-0.0107290996239,0.993102014065,54.4636993408,54.4636993408,1,786.346984863,481.088012695,1,0,2.39884996414,54.4636993408,54.4636993408,2.89555501938,0.0734030678868,2.89648532867,609.183776855,305.11151123,681.320678711,307.134796143,154.787521362,343.934539795
1354427897595400,775.635009766,500.390991211,2.38881993294,144.17199707,86.1353988647,-531.768005371,-0.52158498764,0.381076008081,-0.00910305045545,0.0066509898752,0.999935984612,54.4636993408,54.4636993408,1,797.059020996,461.785003662,2.40887999535,203.882003784,88.5137023926,-519.276000977,-6.7054901123,-0.614742994308,-0.116759002209,-0.0107290996239,0.993102014065,54.4636993408,54.4636993408,1,786.346984863,481.088012695,1,0,2.39884996414,54.4636993408,54.4636993408,37.6231651306,-0.275401592255,37.6241722107,23.395406723,-0.996993005276,23.4166412354,30.5084438324,-0.635300755501,30.5150585175
1354427902597900,796.125976562,500.240997314,2.37601995468,144.45199585,86.1160964966,-531.598022461,-0.160517007113,0.381076008081,-0.00280149001628,0.0066509898752,0.999974012375,54.4674987793,54.4674987793,1,809.801025391,461.242004395,2.43040990829,204.214996338,88.4468994141,-519.505981445,-6.49234008789,-0.614742994308,-0.11306399852,-0.0107290996239,0.993529975414,54.4674987793,54.4674987793,1,802.963012695,480.742004395,1,0,2.40321493149,54.4674987793,54.4674987793,44.0978240967,-1.02079176903,44.1096382141,32.356842041,-0.725182950497,32.3649673462,38.2283401489,-0.872090935707,38.2382850647
1354427907770200,799.653991699,499.834991455,2.36755990982,144.990997314,86.1930999756,-531.151977539,-0.152533993125,0.381076008081,-0.00266214995645,0.0066509898752,0.999974012375,54.4499015808,54.4499015808,1,814.682983398,461.390014648,2.39313006401,204.820999146,88.4506988525,-519.596984863,-6.465280056,-0.614742994308,-0.112594999373,-0.0107290996239,0.993583023548,54.4499015808,54.4499015808,1,807.169006348,480.613006592,1,0,2.38034486771,54.4499015808,54.4499015808,9.27646350861,-0.479314625263,9.28883838654,28.6593379974,5.02478837967,29.096496582,18.9678993225,2.27181220055,19.1034641266
1354427912649400,801.177001953,499.980010986,2.41571998596,145.26499939,86.1784973145,-531.106994629,-0.152533993125,0.381076008081,-0.00266214995645,0.0066509898752,0.999974012375,54.4543991089,54.4543991089,1,825.406005859,463.977996826,2.37227010727,205.145004272,88.4477005005,-519.734008789,-6.28859996796,-0.564267992973,-0.109531000257,-0.00984816998243,0.993934988976,54.4543991089,54.4543991089,1,813.291015625,481.979003906,1,0,2.39399504662,54.4543991089,54.4543991089,5.37144422531,0.385684132576,5.38527297974,22.6189556122,51.2428588867,56.0129241943,13.9933509827,25.8124237061,29.3614559174
1354427917473500,802.578979492,500.045013428,2.40245008469,145.51499939,86.1791000366,-531.007019043,-0.152533993125,0.381076008081,-0.00266214995645,0.0066509898752,0.999974012375,54.4557991028,54.4557991028,1,827,489.294006348,2.31084990501,205.438995361,88.4375,-519.861022949,-6.28859996796,-0.0679299980402,-0.109535999596,-0.00118559994735,0.99398201704,54.4557991028,54.4557991028,1,814.789001465,494.669006348,1,0,2.35664987564,54.4557991028,54.4557991028,12.090511322,0.235035985708,12.092795372,27.4368915558,53.9079742432,60.4884529114,19.7646541595,27.0715065002,33.5187721252
1354427922529900,807.760986328,500.108001709,2.38364005089,145.783004761,86.2365036011,-530.737976074,-0.0811920985579,0.381076008081,-0.00141704000998,0.0066509898752,0.999976992607,54.4412994385,54.4412994385,1,840.346984863,493.334014893,2.13115000725,205.714004517,88.459197998,-519.843994141,-6.05957984924,0.0104903997853,-0.105562999845,0.000183091993676,0.994413018227,54.4412994385,54.4412994385,1,824.054016113,496.721008301,1,0,2.25739502907,54.4412994385,54.4412994385,11.9744443893,0.238742217422,11.9768238068,27.2200889587,8.10226917267,28.400352478,19.5990600586,4.17145824432,20.0380687714
1354427927541900,809.098022461,500.174987793,2.4220700264,146.035995483,86.2351989746,-530.655029297,-0.0811920985579,0.381076008081,-0.00141704000998,0.0066509898752,0.999976992607,54.4362983704,54.4362983704,1,841.818969727,493.704986572,2.28793001175,205.996002197,88.501701355,-519.83001709,-6.05957984924,0.0104903997853,-0.105562999845,0.000183091993676,0.994413018227,54.4362983704,54.4362983704,1,825.458984375,496.940002441,1,0,2.35500001907,54.4362983704,54.4362983704,4.90848445892,0.113916113973,4.90980625153,8.11596298218,0.806438624859,8.1559305191,6.51216745377,0.459252387285,6.52834129333
1354427932520900,810.432983398,500.170013428,2.43407988548,146.259002686,86.2638015747,-530.518005371,-0.0811920985579,0.381076008081,-0.00141704000998,0.0066509898752,0.999976992607,54.4341011047,54.4341011047,1,844.765014648,493.773010254,2.2287299633,206.259994507,88.488899231,-519.924987793,-6.02983999252,0.0104903997853,-0.105045996606,0.000183091993676,0.994467020035,54.4341011047,54.4341011047,1,827.598999023,496.971008301,1,0,2.33140492439,54.4341011047,54.4341011047,5.16399478912,0.270057141781,5.17105150223,8.38079738617,0.163536772132,8.3823928833,6.7715549469,0.216796949506,6.77502441406
1354427937512100,811.908996582,500.321990967,2.4329199791,146.518005371,86.2781982422,-530.452026367,-0.0811920985579,0.381076008081,-0.00141704000998,0.0066509898752,0.999976992607,54.4336013794,54.4336013794,1,846.380981445,493.794006348,2.33311009407,206.541000366,88.521697998,-519.994018555,-6.02983999252,0.0104903997853,-0.105045996606,0.000183091993676,0.994467020035,54.4336013794,54.4336013794,1,829.145019531,497.058013916,1,0,2.38301515579,54.4336013794,54.4336013794,5.64540672302,29.1308364868,29.6728191376,11.5516223907,-0.238832041621,11.5540914536,8.59952354431,14.4469280243,16.8126602173
1354427942516200,813.505981445,516.026977539,2.43462991714,146.856994629,86.3170013428,-530.401000977,-0.0811920985579,0.679489016533,-0.00141697004437,0.0118589997292,0.999929010868,54.4337005615,54.4337005615,1,851.052978516,493.643005371,2.23636007309,206.891998291,88.53099823,-520.059020996,-5.97084999084,0.0104903997853,-0.104023002088,0.000183091993676,0.994575023651,54.4337005615,54.4337005615,1,832.280029297,504.834991455,1,0,2.33549499512,54.4337005615,54.4337005615,6.24617528915,29.2595062256,29.9187793732,14.3294487,18.997428894,23.7957019806,10.2876996994,24.1283836365,26.230052948
1354427947480800,815.309020996,516.249023438,2.42777991295,147.257003784,86.3852996826,-530.226989746,-0.0811920985579,0.679489016533,-0.00141697004437,0.0118589997292,0.999929010868,54.4169006348,54.4169006348,1,854.181030273,504.135009766,2.23249006271,207.276992798,88.630897522,-519.921020508,-5.94433021545,0.205547004938,-0.103561997414,0.00358746992424,0.994616985321,54.4169006348,54.4169006348,1,834.744995117,510.191986084,1,0,2.33013486862,54.4169006348,54.4169006348,6.38224983215,19.9405212402,20.9369888306,8.73260688782,19.3248634338,21.2063388824,7.55647516251,19.6317939758,21.0358657837
1354427952489000,816.979003906,526.877990723,2.45180010796,147.638000488,86.4729995728,-530.056030273,-0.0811920985579,0.875029027462,-0.00141689996235,0.015271499753,0.999881982803,54.4068984985,54.4068984985,1,855.804992676,504.158996582,2.25306010246,207.615997314,88.668296814,-519.911987305,-5.94433021545,0.205547004938,-0.103561997414,0.00358746992424,0.994616985321,54.4068984985,54.4068984985,1,836.392028809,515.518005371,1,0,2.35243010521,54.4068984985,54.4068984985,5.66657543182,20.0341567993,20.8201236725,5.53969669342,6.74179029465,8.72582244873,5.60229444504,13.3880586624,14.5129537582
1354427957463000,818.392028809,527.148986816,2.41869997978,147.95300293,86.5196990967,-529.99597168,-0.0811920985579,0.875029027462,-0.00141689996235,0.015271499753,0.999881982803,54.4180984497,54.4180984497,1,857.195007324,507.803009033,2.20820999146,207.93699646,88.6409988403,-520.216003418,-5.94433021545,0.27398198843,-0.103560999036,0.00478185992688,0.994611978531,54.4180984497,54.4180984497,1,837.793029785,517.476013184,1,0,2.31345510483,54.4180984497,54.4180984497,62.4387283325,14.7450704575,64.1561508179,81.5427627563,47.886680603,94.5640335083,71.9906845093,31.3167724609,78.5073165894
1354427962432600,850.956970215,534.901977539,2.41835999489,148.177001953,86.5363006592,-529.969970703,0.520883977413,1.02099001408,0.00908957980573,0.0178187005222,0.999800026417,54.4135017395,54.4135017395,1,900.179016113,530.218017578,2.21407008171,208.166000366,88.7268981934,-520.16998291,-5.13555002213,0.706968009472,-0.0895055010915,0.0123386001214,0.99590998888,54.4135017395,54.4135017395,1,875.567993164,532.559997559,1,0,2.3162150383,54.4135017395,54.4135017395,59.8471717834,14.2482843399,61.5198974609,78.9951171875,41.1938362122,89.0907440186,69.4220428467,27.7210330963,74.7520980835
1354427967430300,850.956970215,534.901977539,2.41835999489,148.177001953,86.5363006592,-529.969970703,0.520883977413,1.02099001408,0.00908957980573,0.0178187005222,0.999800026417,54.4135017395,54.4135017395,1,900.179016113,530.218017578,2.21407008171,208.166000366,88.7268981934,-520.16998291,-5.13555002213,0.706968009472,-0.0895055010915,0.0123386001214,0.99590998888,54.4135017395,54.4135017395,1,875.567993164,532.559997559,1,0,2.3162150383,54.4135017395,54.4135017395,100.193962097,25.2768669128,103.333198547,115.958320618,1.24418008327,115.964996338,108.076080322,13.2596254349,108.886436462
1354427972580900,905.476013184,548.656005859,2.39724993706,148.535003662,86.610496521,-529.853027344,1.52843999863,1.27824997902,0.0266664996743,0.0223078001291,0.999395012856,54.4099006653,54.4099006653,1,963.276000977,530.895019531,2.16658997536,208.563995361,88.8125991821,-520.25402832,-3.95237994194,0.706968009472,-0.0689221024513,0.0123386001214,0.99754601717,54.4099006653,54.4099006653,1,934.375976562,539.775024414,1,0,2.28191995621,54.4099006653,54.4099006653,210.434143066,26.0872211456,212.04498291,178.526306152,1.18907153606,178.530273438,194.481185913,13.6371927261,194.958724976
1354427977541300,965.453979492,549.096008301,2.39944005013,148.710006714,86.62550354,-529.875976562,2.66480994225,1.27824997902,0.0464813001454,0.0223078001291,0.998669981956,54.4122009277,54.4122009277,1,997.315002441,530.864990234,2.09324002266,208.759994507,88.8625030518,-520.297973633,-3.30934000015,0.706968009472,-0.0577223002911,0.0123386001214,0.998256027699,54.4122009277,54.4122009277,1,981.385009766,539.979980469,1,0,2.24634003639,54.4122009277,54.4122009277,179.654510498,1.29199504852,179.65914917,108.585906982,0.529226660728,108.58719635,144.111053467,0.911508202553,144.113937378
1354427982507500,1003.22998047,549.359008789,2.40813994408,148.850997925,86.6661987305,-529.831970215,3.37123990059,1.27824997902,0.0587906986475,0.0223078001291,0.998021006584,54.4109992981,54.4109992981,1,1022.35998535,531.182983398,2.25662994385,208.929992676,88.9078979492,-520.340026855,-2.83892989159,0.706968009472,-0.0495246015489,0.0123386001214,0.998696982861,54.4109992981,54.4109992981,1,1012.78997803,540.270996094,1,0,2.33238506317,54.4109992981,54.4109992981,71.118057251,1.07328367233,71.1261520386,47.6281967163,3.70332217216,47.7719535828,59.3721733093,2.38931250572,59.4202308655
1354427987576200,1004.15002441,549.679992676,2.45285010338,149.007003784,86.7073974609,-529.82598877,3.37123990059,1.27824997902,0.0587906986475,0.0223078001291,0.998021006584,54.4121017456,54.4121017456,1,1023.22998047,532.880004883,2.21556997299,209.089996338,88.9513015747,-520.392028809,-2.83892989159,0.733793020248,-0.0495242998004,0.0128066996112,0.998691022396,54.4121017456,54.4121017456,1,1013.69000244,541.280029297,1,0,2.33420991898,54.4121017456,54.4121017456,3.08753490448,0.878419160843,3.2100610733,3.54710364342,3.69954562187,5.12528848648,3.32646155357,2.28808498383,4.03740978241
1354427992491700,1004.90997314,549.836975098,2.44410991669,149.151000977,86.7432022095,-529.810974121,3.37123990059,1.27824997902,0.0587906986475,0.0223078001291,0.998021006584,54.4113006592,54.4113006592,1,1024.29003906,533.195983887,2.13800001144,209.257003784,89.0010986328,-520.413024902,-2.83892989159,0.733793020248,-0.0495242998004,0.0128066996112,0.998691022396,54.4113006592,54.4113006592,1,1014.59997559,541.515991211,1,0,2.29105496407,54.4113006592,54.4113006592,29.1851215363,-56.0729255676,63.2134819031,3.63891410828,18.8802890778,19.227766037,16.4120178223,-18.5972728729,24.8034858704
1354427997497600,1020.0300293,519.16998291,2.44812011719,149.324005127,86.8478012085,-529.581970215,3.64404988289,0.683511018753,0.0635533034801,0.0119292000309,0.997906982899,54.4038009644,54.4038009644,1,1025.20996094,543.153015137,2.06375002861,209.417999268,89.0131988525,-520.513000488,-2.83892989159,0.923506975174,-0.0495219007134,0.0161175001413,0.998642981052,54.4038009644,54.4038009644,1,1022.61999512,531.161010742,1,0,2.25593519211,54.4038009644,54.4038009644,29.244342804,-55.797492981,62.996761322,3.1246919632,18.4582538605,18.720867157,16.1937179565,-18.6696186066,24.7141895294
1354428002286500,1020.82000732,519.481018066,2.48446989059,149.457000732,86.8762969971,-529.588012695,3.64404988289,0.683511018753,0.0635533034801,0.0119292000309,0.997906982899,54.3973999023,54.3973999023,1,1025.98999023,543.237976074,2.1244699955,209.554992676,89.1008987427,-520.401000977,-2.83892989159,0.923506975174,-0.0495219007134,0.0161175001413,0.998642981052,54.3973999023,54.3973999023,1,1023.40997314,531.359008789,1,0,2.30447006226,54.3973999023,54.3973999023,1.45223498344,0.571783125401,1.56074416637,1.43394589424,0.156185656786,1.44242668152,1.45223498344,0.363984405994,1.49715435505
1354428007474300,1020.82000732,519.481018066,2.48446989059,149.457000732,86.8762969971,-529.588012695,3.64404988289,0.683511018753,0.0635533034801,0.0119292000309,0.997906982899,54.3973999023,54.3973999023,1,1025.98999023,543.237976074,2.1244699955,209.554992676,89.1008987427,-520.401000977,-2.83892989159,0.923506975174,-0.0495219007134,0.0161175001413,0.998642981052,54.3973999023,54.3973999023,1,1023.40997314,531.359008789,1,0,2.30447006226,54.3973999023,54.3973999023,2.73908352852,0.67276519537,2.82049489021,2.97807455063,1.61414289474,3.38738632202,2.8493783474,1.14345407486,3.07025146484
